863.275757,3005.275635
690.196411,3333.704834
1197.556519,2984.470215
1261.188599,2985.956299
722.436707,3467.454346
1316.336426,2999.331299
749.586365,3781.022461
1474.144165,2737.776855
1662.919434,3148.684814
1771.942505,2439.06958
842.913513,4259.54834
1794.850098,2392.257324
1830.059814,2468.048828
1807.152222,2400.430908
1834.302002,2414.92041
1827.938721,2339.12915
1871.208618,2504.458252
1836.422974,2342.4729
1863.14856,2431.267578
1834.302002,2304.577148
2090.951416,3406.895508
1885.631836,2449.472412
1877.571777,2359.19165
1910.660522,2540.496338
1845.331543,2276.341309
1889.874023,2364.392822
2115.555908,3432.159424
1920.841675,2531.951172
1904.297241,2472.878662
1910.660522,2380.73999
1905.994141,2335.413818
1865.269531,2243.275391
2142.705566,3464.853516
1935.264893,2495.91333
1953.930298,2505.201416
1941.628174,2404.14624
910.363525,4476.519531
1922.962769,2305.320312
1964.535645,2475.107666
1976.837891,2604.770508
1968.353638,2427.55249
1970.474731,2609.22876
1987.019043,2597.339844
1939.50708,2275.598145
1978.958984,2627.433594
1991.26123,2456.531494
2005.260254,2561.301758
2003.563354,2512.260254
2034.531006,2546.069336
945.149109,4573.859375
2063.377686,2532.322754
2073.134521,2547.927002
2076.104004,2526.006836
951.936523,4628.845215
2131.676025,2527.864502
941.331177,4686.803223
2208.45874,2500.743164
920.544678,4750.706055
1137.74231,4560.855957
2225.003174,2480.680664
1158.953003,4579.432129
899.758179,4796.403809
1181.860596,4553.796875
1177.194214,4609.154297
889.152832,4836.899902
2322.57251,3846.411133
1191.193359,4660.053711
906.969849,4943.899414
1000.296936,4836.899902
1019.810791,4857.333984
1043.142578,4879.253906
923.938416,5027.864258
1084.291382,4879.253906
2407.415283,4020.2854
1104.22937,4849.531738
934.543762,5104.027344
1455.47876,4663.397461
2047.681641,3794.397461
1161.498291,4833.556152
2446.867188,4102.76416
948.542847,5153.812012
2619.522217,3908.827393
1116.955811,5016.71875
958.723938,5196.537598
1518.686646,4691.633301
1145.378174,4766.681641
1229.796753,4813.865234
1160.225708,5041.982422
2491.833984,4167.038086
1176.77002,5026.75
1499.172729,4723.956055
2589.827393,3962.69873
954.057617,5240.005859
1167.013062,5073.933594
1107.623169,4766.681641
2202.944092,4021.771484
1150.46875,5076.905762
1157.68042,4924.208496
1480.08313,4746.247559
1197.980713,5001.486328
954.481812,5266.012695
1556.865967,4629.959961
1237.008423,4749.591309
2631.400391,3962.69873
2179.187988,4038.118652
1103.380981,5067.246094
1181.860596,5140.437012
2200.398682,4062.267822
1588.257812,4600.237793
2562.253418,4237.628418
1186.526978,4748.10498
2188.096436,4071.184326
1185.678589,5157.527344
1227.675781,4924.208496
2186.399658,4081.95874
1000.721191,5332.516113
1200.101807,5108.48584
7872.990234,3326.274414
8107.15625,3246.024658
8127.518555,3351.538086
7559.071777,3512.037354
7969.710938,2837.345703
7219.700684,3608.634277
8242.905273,3871.674805
7007.593262,3693.342285
6758.155273,3764.675293
7830.568848,2329.0979
6782.759766,3708.946289
6656.344238,3778.050293
6702.583496,3885.421387
6697.916992,3895.452637
6672.040039,3874.646973
6728.884766,3911.799561
6827.726562,3602.689941
6641.072266,3847.525635
6794.637695,3590.801025
6788.69873,3588.571777
8300.597656,4412.617188
6851.058594,3557.735107
6769.609375,3956.754395
6751.79248,3579.283691
6602.044922,3810.744629
6770.033691,3635.012695
6812.455078,3544.360352
6810.758301,3937.806396
6641.496582,4018.427734
6797.607422,3997.993652
6813.727539,3945.237061
6753.913574,3653.217529
6821.363281,3961.955811
