@relation mainnew-weka.filters.unsupervised.attribute.Remove-R1_clustered

@attribute Instance_number numeric
@attribute 769.948669 numeric
@attribute 2982.984131 numeric
@attribute Cluster {cluster0,cluster1}

@data
4547,5507.147949,8609.376953,cluster0
4548,5597.505859,8409.868164,cluster0
4549,5485.088867,8667.707031,cluster0
4550,5574.598145,8701.515625,cluster0
4551,5476.604492,8671.421875,cluster0
4552,5521.146973,8529.499023,cluster0
4553,5661.137695,8430.301758,cluster0
4554,5588.172852,8701.515625,cluster0
4555,5598.354004,8388.319336,cluster0
4556,5703.134766,8443.676758,cluster0
4557,5583.930664,8717.491211,cluster0
4558,5595.384766,8711.546875,cluster0
4559,5505.026855,8515.009766,cluster0
4560,5477.453125,8565.166016,cluster0
4561,5434.607422,8689.626953,cluster0
4562,5579.264648,8357.854492,cluster0
4563,5452.848633,8607.891602,cluster0
4564,5507.996582,8730.866211,cluster0
4565,5434.607422,8603.804688,cluster0
4566,5441.39502,8587.829102,cluster0
4567,5517.329102,8746.841797,cluster0
4568,5429.940918,8591.916016,cluster0
4569,5520.298828,8752.786133,cluster0
4570,5362.915039,8677.366211,cluster0
4571,5331.523438,8691.856445,cluster0
4572,5338.310547,8700.772461,cluster0
4573,5345.098145,8708.946289,cluster0
4574,5282.73877,8713.776367,cluster0
4575,5398.125,8734.953125,cluster0
4576,5265.77002,8739.783203,cluster0
4577,5256.013184,8753.901367,cluster0
4578,5200.01709,8745.727539,cluster0
4579,5195.350586,8785.852539,cluster0
4580,5396.428223,8818.174805,cluster0
4581,5421.880859,8846.039062,cluster0
4582,5515.632324,8898.424805,cluster0
4583,5505.026855,8921.087891,cluster0
4584,5536.418945,8882.820312,cluster0
4585,5585.203613,8858.299805,cluster0
4586,5554.660156,8976.073242,cluster0
4587,5499.512207,8815.203125,cluster0
4588,5433.758789,8973.844727,cluster0
4589,5646.290039,8836.750977,cluster0
4590,5617.443848,8916.257812,cluster0
4591,5474.483398,9002.080078,cluster0
4592,5461.333008,8746.470703,cluster0
4593,5684.04541,8830.063477,cluster0
4594,5595.808594,8764.674805,cluster0
4595,5474.483398,9051.493164,cluster0
4596,5703.559082,8852.726562,cluster0
4597,5679.378906,8785.852539,cluster0
4598,5611.928711,8771.362305,cluster0
4599,5614.474121,8755.015625,cluster0
4600,5621.261719,8767.276367,cluster0
4601,5720.103516,8883.563477,cluster0
4602,5724.345703,8882.077148,cluster0
4603,5566.11377,9044.063477,cluster0
4604,5747.253418,8945.237305,cluster0
4605,5803.249512,8853.469727,cluster0
4606,5338.310547,9062.639648,cluster0
4607,5626.352051,9038.861328,cluster0
4608,5336.189941,9041.461914,cluster0
4609,5313.706543,9064.49707,cluster0
4610,5758.707031,9001.337891,cluster0
4611,5329.402344,9029.573242,cluster0
4612,5566.11377,9142.145508,cluster0
4613,5303.949219,9007.282227,cluster0
4614,5541.509277,9152.176758,cluster0
4615,5527.93457,9155.892578,cluster0
4616,5340.007812,9144.003906,cluster0
4617,5575.446289,9202.333008,cluster0
4618,5691.256836,9122.083984,cluster0
4619,5601.32373,9192.301758,cluster0
4620,5376.490234,9189.701172,cluster0
4621,5394.731445,9178.183594,cluster0
4622,5410.851562,9252.489258,cluster0
4623,5065.541016,9150.691406,cluster0
4624,5446.061035,9371.005859,cluster0
4625,5437.57666,9428.963867,cluster0
4626,5515.632324,9350.943359,cluster0
4627,5497.391113,9300.044922,cluster0
4628,5522.419922,9285.926758,cluster0
4629,5597.505859,9316.763672,cluster0
4630,4731.68457,8385.71875,cluster0
4631,5300.131348,8038.341309,cluster0
4632,5298.43457,8048.372559,cluster0
4633,5307.767578,8002.303223,cluster0
4634,5303.949219,7997.845215,cluster0
4635,5290.374512,8089.983887,cluster0
4636,5306.070312,8091.841309,cluster0
4637,5306.070312,8105.959473,cluster0
4638,5554.660156,7941.373047,cluster0
4639,5584.35498,7998.959961,cluster0
4640,5632.715332,8081.438477,cluster0
4641,5562.295898,8115.619141,cluster0
4642,5543.206055,8082.181641,cluster0
4643,5452.424316,8116.361816,cluster0
4644,5437.152832,8122.306641,cluster0
4645,5395.57959,8132.337402,cluster0
4646,5483.39209,8175.43457,cluster0
4647,5486.785645,8181.378906,cluster0
4648,5488.906738,8185.46582,cluster0
4649,5369.702637,8139.024902,cluster0
4650,5377.338379,8081.810059,cluster0
4651,5385.822754,8187.694824,cluster0
4652,5410.851562,8221.503906,cluster0
4653,4771.984863,8914.400391,cluster0
4654,4791.074707,8904.369141,cluster0
4655,4802.52832,8902.511719,cluster0
4656,4718.533691,8942.636719,cluster0
4657,4841.556152,8909.570312,cluster0
4658,4846.222168,8888.764648,cluster0
4659,4841.556152,8878.733398,cluster0
4660,4677.80957,8905.483398,cluster0
4661,4827.980957,8854.584961,cluster0
4662,4645.993164,8891.366211,cluster0
4663,4855.130859,8848.640625,cluster0
4664,4514.486816,8875.761719,cluster0
4665,4509.820801,8847.897461,cluster0
4666,4507.699707,8811.859375,cluster0
4667,4546.302734,8851.984375,cluster0
4668,4466.126465,8849.754883,cluster0
4669,4542.061035,8809.629883,cluster0
4670,4461.459961,8815.574219,cluster0
4671,5316.251465,7308.664062,cluster0
4672,5199.168457,7214.296387,cluster0
4673,5192.381348,7218.383301,cluster0
4674,5129.597656,7164.140137,cluster0
4675,5124.506836,7168.970215,cluster0
4676,5126.62793,7194.233887,cluster0
4677,5130.870117,7198.320801,cluster0
4678,5090.145508,7236.587891,cluster0
4679,5074.025391,7234.358887,cluster0
4680,5013.362793,7200.178223,cluster0
4681,5938.57373,8669.936523,cluster0
4682,4618.419434,8579.655273,cluster0
4683,4617.570801,8567.766602,cluster0
4684,4601.450684,8579.655273,cluster0
4685,4601.450684,8567.766602,cluster0
4686,4622.237305,8652.102539,cluster0
4687,4558.181152,8655.446289,cluster0
4688,4564.968262,8746.470703,cluster0
4689,4464.005371,8661.019531,cluster0
4690,4472.06543,8744.984375,cluster0
4691,4459.338867,8757.245117,cluster0
4692,5958.087402,6720.909668,cluster0
4693,5060.874512,7309.035645,cluster0
4694,5056.208496,7306.435059,cluster0
4695,5106.689941,7330.583984,cluster0
4696,5086.327637,7374.795898,cluster0
4697,5042.633301,7356.59082,cluster0
4698,5051.541992,7336.52832,cluster0
4699,5060.026367,8252.711914,cluster0
4700,5985.661621,9077.5,cluster0
4701,5997.115234,9085.302734,cluster0
4702,6001.781738,9069.327148,cluster0
4703,6006.448242,9077.5,cluster0
4704,5464.726562,8247.510742,cluster0
4705,5468.544434,8241.566406,cluster0
4706,5470.665527,8237.479492,cluster0
4707,5831.247559,9122.826172,cluster0
4708,5820.218262,9135.086914,cluster0
4709,5815.127441,9141.03125,cluster0
4710,5819.793945,9146.975586,cluster0
4711,4985.364746,6606.10791,cluster0
4712,4966.699219,6559.666992,cluster0
4713,4948.033691,6535.146484,cluster0
4714,4882.70459,6494.649902,cluster0
4715,4805.07373,6445.608398,cluster0
4716,4774.95459,6431.862305,cluster0
4717,4724.473145,6495.021484,cluster0
4718,4598.481445,6655.149414,cluster0
4719,4554.787109,6709.020508,cluster0
4720,4489.03418,6776.26709,cluster0
4721,4410.130371,6855.030273,cluster0
4722,4170.024902,7074.602539,cluster0
4723,4140.754395,7106.182129,cluster0
4724,4134.391113,7125.501465,cluster0
4725,4125.482422,7148.536133,cluster0
4726,4112.332031,7165.626465,cluster0
4727,4052.941895,7266.310059,cluster0
4728,4002.460449,7300.861816,cluster0
4729,3932.465088,7369.96582,cluster0
4730,3818.351562,7478.080078,cluster0
4731,3769.991211,7510.774414,cluster0
4732,3761.930908,7512.631836,cluster0
4733,3737.750732,7518.576172,cluster0
4734,3540.491211,7585.822754,cluster0
4735,3459.466309,7585.822754,cluster0
4736,3467.526367,7532.322754,cluster0
4737,3483.646484,7514.489746,cluster0
4738,3592.669678,7460.618164,cluster0
4739,3613.031738,7458.760742,cluster0
4740,3633.818359,7452.816406,cluster0
4741,3638.060547,7444.642578,cluster0
4742,3638.060547,7434.611328,cluster0
4743,3617.698242,7400.802734,cluster0
4744,3604.123291,7377.024902,cluster0
4745,3598.184326,7380.368652,cluster0
4746,3590.548584,7374.795898,cluster0
4747,3627.879395,7364.764648,cluster0
4748,3535.824951,7359.191406,cluster0
4749,3702.965332,7336.52832,cluster0
4750,3495.100342,7346.931152,cluster0
4751,3753.022461,7310.893066,cluster0
4752,3501.887695,7291.57373,cluster0
4753,3470.071777,7415.663574,cluster0
4754,3509.523682,7229.900391,cluster0
4755,3445.891602,7456.53125,cluster0
4756,3510.796143,7218.383301,cluster0
4757,3409.833252,7409.719238,cluster0
4758,3834.047363,7267.053223,cluster0
4759,3596.063232,7309.778809,cluster0
4760,3607.51709,7312.379395,cluster0
4761,3379.289795,7411.57666,cluster0
4762,3415.348145,7490.340332,cluster0
4763,3614.304443,7313.493652,cluster0
4764,3448.861084,7218.754883,cluster0
4765,3518.007812,7144.449219,cluster0
4766,3448.861084,7234.730469,cluster0
4767,3895.558594,7225.070801,cluster0
4768,3610.486572,7248.848145,cluster0
4769,3437.407227,7242.532227,cluster0
4770,3368.260254,7527.864258,cluster0
4771,3416.620605,7314.236816,cluster0
4772,3296.143799,7393.37207,cluster0
4773,3430.619873,7296.403809,cluster0
4774,3949.85791,7181.230469,cluster0
4775,3238.450684,7385.198242,cluster0
4776,3621.516113,7166.369629,cluster0
4777,3292.750244,7569.104004,cluster0
4778,3639.757324,7170.456055,cluster0
4779,3531.158447,7007.727539,cluster0
4780,3198.998779,7379.253906,cluster0
4781,3533.279541,6989.522949,cluster0
4782,3189.66626,7351.76123,cluster0
4783,3218.937012,7605.14209,cluster0
4784,3240.996094,7480.680664,cluster0
4785,3202.816895,7301.976562,cluster0
4786,3443.770508,7008.470703,cluster0
4787,3108.641357,7396.71582,cluster0
4788,4071.183105,7074.974121,cluster0
4789,3208.331543,7282.285645,cluster0
4790,3353.836914,7197.577637,cluster0
4791,3102.278076,7378.13916,cluster0
4792,3168.455322,7293.802734,cluster0
4793,3173.970215,7274.111816,cluster0
4794,3104.823242,7336.52832,cluster0
4795,3673.270264,7017.387207,cluster0
4796,3408.560547,7079.432129,cluster0
4797,3551.945068,6804.874512,cluster0
4798,3073.007324,7651.58252,cluster0
4799,3372.078125,7061.599121,cluster0
4800,3365.290771,7060.484375,cluster0
4801,3358.079102,7059.370117,cluster0
4802,3456.921143,6862.089355,cluster0
4803,3219.361084,7140.362793,cluster0
4804,3459.890625,6826.05127,cluster0
4805,3551.945068,6736.885254,cluster0
4806,3204.937744,7134.417969,cluster0
4807,3042.463867,7586.56543,cluster0
4808,3270.691162,6905.929688,cluster0
4809,3548.127197,6703.076172,cluster0
4810,3252.449951,6895.155273,cluster0
4811,3178.636475,7109.154297,cluster0
4812,3379.714111,6854.287598,cluster0
4813,3252.449951,6932.679688,cluster0
4814,3368.260254,6860.231934,cluster0
4815,3368.260254,6844.256348,cluster0
4816,3245.662354,6936.766113,cluster0
4817,3361.4729,6854.287598,cluster0
4818,3178.636475,7199.435059,cluster0
4819,3231.66333,6928.964355,cluster0
4820,4253.170898,6915.960938,cluster0
4821,3595.63916,6730.569336,cluster0
4822,3141.305664,7072.744629,cluster0
4823,3294.871338,7060.112793,cluster0
4824,3452.678955,6727.968262,cluster0
4825,3193.908203,6860.603516,cluster0
4826,3136.639404,7055.654785,cluster0
4827,3520.977295,6626.913574,cluster0
4828,3622.788818,6689.32959,cluster0
4829,5323.887695,8262,cluster0
4830,5101.599121,8744.984375,cluster0
4831,5043.90625,8035.740723,cluster0
4832,4723.200195,7250.334473,cluster0
4833,4725.321289,7234.358887,cluster0
4834,4723.200195,7218.383301,cluster0
4835,4715.98877,7214.296387,cluster0
4836,4707.080078,7212.438477,cluster0
4837,4688.838867,7220.240723,cluster0
4838,4679.506348,7236.587891,cluster0
4839,4644.296387,7294.174316,cluster0
4840,5019.726074,8899.167969,cluster0
4841,5033.300781,8872.789062,cluster0
4842,5026.513184,8818.546875,cluster0
4843,5008.271973,8814.831055,cluster0
4844,4914.09668,8838.609375,cluster0
4845,5664.107422,9278.496094,cluster0
4846,5822.763184,8443.304688,cluster0
4847,5814.703125,8429.1875,cluster0
4848,5798.583008,8449.25,cluster0
4849,5793.916992,8439.21875,cluster0
4850,5526.237793,8207.757812,cluster0
4851,5177.958008,7599.94043,cluster0
4852,4412.675293,7388.541992,cluster0
4853,5861.366699,9171.496094,cluster0
4854,5847.367676,9164.066406,cluster0
4855,5847.367676,9180.041992,cluster0
4856,5840.580566,9168.152344,cluster0
4857,5923.302246,9133.972656,cluster0
4858,4385.101562,8663.991211,cluster0
4859,5153.353516,5294.620117,cluster0
4860,5185.169434,5293.877441,cluster0
4861,5175.412598,5367.811035,cluster0
4862,5279.345215,5291.647949,cluster0
4863,5328.978027,5293.505859,cluster0
4864,5326.856934,5336.974121,cluster0
4865,5405.760742,5338.832031,cluster0
4866,5407.45752,5300.936035,cluster0
4867,5731.557129,5156.78418,cluster0
4868,5497.81543,5156.78418,cluster0
4869,5496.966797,5126.69043,cluster0
4870,5488.906738,5119.631348,cluster0
4871,5499.512207,5213.255859,cluster0
4872,5471.938477,5192.450684,cluster0
4873,5547.023926,5241.120605,cluster0
4874,5403.215332,5117.030762,cluster0
4875,5430.365234,5177.960938,cluster0
4876,5587.748535,5256.353027,cluster0
4877,5406.185059,5174.98877,cluster0
4878,5599.626465,5260.811523,cluster0
4879,5396.852539,5175.360352,cluster0
4880,5377.762695,5057.214844,cluster0
4881,5368.854004,5180.19043,cluster0
4882,5383.277344,5042.725586,cluster0
4883,5340.431641,5193.936523,cluster0
4884,5663.683105,5265.641113,cluster0
4885,5338.734863,5072.076172,cluster0
4886,5747.253418,5275.300781,cluster0
4887,5246.680664,5230.346191,cluster0
4888,5772.281738,5275.300781,cluster0
4889,5791.795898,5273.443359,cluster0
4890,5810.885254,5271.585449,cluster0
4891,5193.653809,5259.696777,cluster0
4892,5186.018066,5259.325195,cluster0
4893,5833.368652,5269.728027,cluster0
4894,5167.776855,5259.325195,cluster0
4895,5854.57959,5266.012695,cluster0
4896,5873.244629,5264.155273,cluster0
4897,5136.384766,5259.325195,cluster0
4898,5891.910156,5262.297363,cluster0
4899,5924.574707,5257.467773,cluster0
4900,6042.082031,5244.464355,cluster0
4901,6088.321289,5239.262695,cluster0
4902,6039.112305,5173.50293,cluster0
4903,6039.112305,5152.325684,cluster0
4904,6050.14209,5138.20752,cluster0
4905,6079.413086,5119.631348,cluster0
4906,6140.923828,5098.45459,cluster1
4907,6292.368164,5187.620605,cluster0
4908,6191.82959,5077.277344,cluster1
4909,6237.220703,5056.472168,cluster1
4910,6277.520996,5030.465332,cluster1
4911,6484.537598,5156.041016,cluster1
4912,6482.840332,5081.73584,cluster1
4913,6500.233398,4933.496582,cluster1
4914,6502.354492,4893.000488,cluster1
4915,6492.597656,4875.166992,cluster1
4916,6470.962402,4830.955566,cluster1
4917,6539.685059,4846.931152,cluster1
4918,6447.206543,4775.969727,cluster1
4919,6586.772949,4809.407227,cluster1
4920,6653.374512,4749.219727,cluster1
4921,6732.702637,4723.212891,cluster1
4922,6796.758789,4683.831055,cluster1
4923,6828.999512,4676.400879,cluster1
4924,6876.935547,4638.876465,cluster1
4925,6881.177734,4641.477051,cluster1
4926,7017.350586,4488.779785,cluster1
4927,7061.46875,4462.401367,cluster1
4928,7078.861328,4466.116699,cluster1
4929,6601.620605,4475.404785,cluster1
4930,6559.623535,4532.248535,cluster1
4931,6647.435547,4412.245605,cluster1
4932,6551.13916,4560.112793,cluster1
4933,6686.039062,4352.058105,cluster1
4934,6660.586426,4338.683105,cluster1
4935,6613.498535,4314.53418,cluster1
4936,6703.432129,4290.013184,cluster1
4937,6581.258301,4290.384766,cluster1
4938,6553.260254,4267.72168,cluster1
4939,6795.486328,4246.916504,cluster1
4940,6857.421387,4276.638672,cluster1
4941,4660.84082,5313.939453,cluster0
4942,4678.233398,5331.029785,cluster0
4943,4636.660645,5289.418945,cluster0
4944,4422.008301,5922.12793,cluster0
4945,4480.125488,5908.381836,cluster0
4946,4405.888184,5854.510254,cluster0
4947,4480.125488,5889.805176,cluster0
4948,4482.670898,5873.458008,cluster0
4949,4395.707031,5824.416504,cluster0
4950,4482.670898,5859.340332,cluster0
4951,4336.316895,5861.197754,cluster0
4952,3683.0271,5491.900879,cluster0
4953,3971.916992,5481.126465,cluster0
4954,3854.833984,5420.196289,cluster0
4955,3976.15918,5412.765625,cluster0
4956,4577.270508,5274.558105,cluster0
4957,4588.724609,5247.436523,cluster0
4958,4589.99707,5243.349609,cluster0
4959,4982.39502,5308.366699,cluster0
4960,4996.394043,4771.51123,cluster1
4961,5011.241699,4773.740723,cluster1
4962,4979.849609,4770.025391,cluster1
4963,5098.205566,4729.157227,cluster1
4964,5189.411621,4728.414551,cluster1
4965,5174.988281,4701.664551,cluster1
4966,5168.200684,4697.577637,cluster1
4967,5222.924316,4791.57373,cluster1
4968,5118.992188,4681.230469,cluster1
4969,5267.466797,4772.625977,cluster1
4970,5260.679688,4862.163574,cluster1
4971,5310.3125,4782.285645,cluster1
4972,4130.997559,5324.342285,cluster0
4973,4040.639648,5301.679199,cluster0
4974,4545.030273,5232.204102,cluster0
4975,4319.772461,5799.152832,cluster0
4976,4274.806152,5804.725586,cluster0
4977,4206.931641,5798.78125,cluster0
4978,5177.109375,5115.916016,cluster0
4979,2644.551025,6322.261719,cluster0
4980,2620.37085,6329.320801,cluster0
4981,2680.609131,6312.230469,cluster0
4982,2684.851318,6388.021973,cluster0
4983,2594.06958,6268.019043,cluster0
4984,2733.635986,6291.425293,cluster0
4985,2591.948486,6263.932129,cluster0
4986,2589.827393,6258.359375,cluster0
4987,2561.829102,6390.622559,cluster0
4988,2655.15625,6426.660645,cluster0
4989,2738.302246,6372.789551,cluster0
4990,2661.943848,6438.549805,cluster0
4991,2771.391113,6262.446289,cluster0
4992,2506.681396,6430.004395,cluster0
4993,2692.062988,6219.349121,cluster0
4994,2683.578613,6205.230957,cluster0
4995,2607.220215,6466.414062,cluster0
4996,2447.291504,6374.646973,cluster0
4997,2611.886475,6472.358398,cluster0
4998,2714.970459,6507.65332,cluster0
4999,2835.447266,6200.029785,cluster0
5000,2806.60083,6452.66748,cluster0
5001,2729.393799,6500.223145,cluster0
5002,2443.049316,6474.958984,cluster0
5003,2784.117432,6466.785645,cluster0
5004,2435.837646,6464.927734,cluster0
5005,2761.634033,6157.675781,cluster0
5006,2647.520508,6127.582031,cluster0
5007,2874.475098,6165.477539,cluster0
5008,2773.087891,6147.644531,cluster0
5009,2754.84668,6143.557617,cluster0
5010,2426.929199,6439.29248,cluster0
5011,2359.479004,6398.424805,cluster0
5012,2766.300537,6139.470703,cluster0
5013,2652.611084,6546.291992,cluster0
5014,2811.691406,6507.281738,cluster0
5015,2773.087891,6557.80957,cluster0
5016,2902.049072,6149.501953,cluster0
5017,2640.733154,6091.915527,cluster0
5018,2882.959229,6420.344727,cluster0
5019,2394.264648,6522.514648,cluster0
5020,2768.845703,6563.753906,cluster0
5021,2642.854004,6072.224609,cluster0
5022,2415.899658,6396.938477,cluster0
5023,2832.9021,6526.972656,cluster0
5024,2614.431885,6570.441406,cluster0
5025,2387.477295,6552.236816,cluster0
5026,2300.089111,6412.542969,cluster0
5027,2901.624756,6457.497559,cluster0
5028,2921.138672,6401.396973,cluster0
5029,2938.107178,6193.713867,cluster0
5030,2272.515137,6418.487305,cluster0
5031,2950.409424,6187.769531,cluster0
5032,2947.864014,6205.230957,cluster0
5033,2909.260498,6481.646484,cluster0
5034,2963.560059,6109.377441,cluster0
5035,2938.53125,6421.459473,cluster0
5036,2958.893555,6197.429199,cluster0
5037,2891.019287,6367.216309,cluster0
5038,2962.287354,6416.257812,cluster0
5039,2728.121094,6660.350586,cluster0
5040,3004.284668,6079.283691,cluster0
5041,2298.392334,6568.212402,cluster0
5042,2660.246826,5964.853516,cluster0
5043,2538.921631,6039.901855,cluster0
5044,2979.255859,6445.236816,cluster0
5045,2755.695068,6085.971191,cluster0
5046,2397.658447,6649.947754,cluster0
5047,2201.24707,6422.57373,cluster0
5048,2858.35498,6330.435547,cluster0
5049,3020.404785,6065.165527,cluster0
5050,2382.386719,6665.180664,cluster0
5051,2988.588623,6468.271484,cluster0
5052,2759.088867,6684.5,cluster0
5053,2846.052734,6316.317383,cluster0
5054,2420.565918,6675.95459,cluster0
5055,2984.770752,6486.848145,cluster0
5056,2664.064941,5915.44043,cluster0
5057,2834.598877,6302.942383,cluster0
5058,2607.220215,5954.822266,cluster0
5059,2739.999268,6705.305176,cluster0
5060,2872.354004,6300.713379,cluster0
5061,3047.554443,6027.27002,cluster0
5062,2663.640625,5894.263672,cluster0
5063,3056.887207,6380.219727,cluster0
5064,2786.662598,6654.777832,cluster0
5065,2791.329102,6649.947754,cluster0
5066,2438.807129,6711.992676,cluster0
5067,2967.37793,6515.827148,cluster0
5068,2456.199951,6029.127441,cluster0
5069,2801.934326,6372.417969,cluster0
5070,2335.723145,6699.732422,cluster0
5071,2710.728271,6726.11084,cluster0
5072,2795.571289,6330.807129,cluster0
5073,2764.603516,6737.999512,cluster0
5074,3086.157959,6369.445801,cluster0
5075,2720.909424,5899.464844,cluster0
5076,2552.496582,5952.964844,cluster0
5077,2313.663818,6709.39209,cluster0
5078,2793.450195,6256.130371,cluster0
5079,2849.446289,6029.870605,cluster0
5080,2941.925049,6539.976074,cluster0
5081,3077.249512,6428.518555,cluster0
5082,2411.657471,6023.554688,cluster0
5083,2741.696045,6754.34668,cluster0
5084,3108.641357,6354.212891,cluster0
5085,2657.70166,5833.705078,cluster0
5086,2823.993652,6702.70459,cluster0
5087,3044.584961,6297.369629,cluster0
5088,3065.795654,6438.549805,cluster0
5089,2594.917969,5895.378418,cluster0
5090,2458.745117,5968.94043,cluster0
5091,2834.598877,6696.760254,cluster0
5092,2392.143555,6020.954102,cluster0
5093,2762.482422,6283.251465,cluster0
5094,2267.848877,6696.01709,cluster0
5095,2892.291992,6026.155273,cluster0
5096,2633.097168,6769.951172,cluster0
5097,2955.5,5565.462891,cluster0
5098,3009.375244,5585.525391,cluster0
5099,3032.282715,5568.806641,cluster0
5100,2977.134766,5601.129395,cluster0
5101,3057.735596,5550.602051,cluster0
5102,2927.926025,5627.879395,cluster0
5103,2893.98877,5659.830566,cluster0
5104,2963.560059,5482.612793,cluster0
5105,3115.004395,5492.643555,cluster0
5106,2936.4104,5492.643555,cluster0
5107,3117.973877,5679.149902,cluster0
5108,2951.682129,5446.574707,cluster0
5109,2851.143311,5684.351074,cluster0
5110,2940.228271,5420.567871,cluster0
5111,2907.988037,5532.025391,cluster0
5112,3174.394531,5420.567871,cluster0
5113,2917.320557,5388.245117,cluster0
5114,3165.910156,5741.566406,cluster0
5115,2913.502686,5385.644043,cluster0
5116,2892.291992,5736.364746,cluster0
5117,2789.208008,5708.128906,cluster0
5118,3172.273438,5555.431641,cluster0
5119,2606.371582,5664.289062,cluster0
5120,2804.903809,5757.913574,cluster0
5121,2732.363281,5719.646484,cluster0
5122,2956.772461,5337.345703,cluster0
5123,2946.591553,5782.0625,cluster0
5124,2581.343018,5671.347656,cluster0
5125,3066.644043,5781.691406,cluster0
5126,2827.811523,5801.753418,cluster0
5127,2560.980713,5637.910645,cluster0
5128,3266.024658,5306.880859,cluster0
5129,2634.793945,5747.510742,cluster0
5130,2513.46875,5691.038574,cluster0
5131,3210.876953,5458.091797,cluster0
5132,2712.425293,5506.390137,cluster0
5133,2778.602539,5282.359863,cluster0
5134,3046.281738,5394.932617,cluster0
5135,2645.399414,5779.090332,cluster0
5136,2647.520508,5785.777832,cluster0
5137,3317.778809,5334.373535,cluster0
5138,3322.445068,5336.974121,cluster0
5139,2885.080322,5869.742676,cluster0
5140,3051.372314,5231.089355,cluster0
5141,2481.652832,5641.254395,cluster0
5142,3240.571777,5412.022461,cluster0
5143,2452.806152,5708.128906,cluster0
5144,2742.96875,5316.168945,cluster0
5145,2599.584229,5795.065918,cluster0
5146,3094.64209,5420.939453,cluster0
5147,3299.537598,5366.324707,cluster0
5148,2463.411621,5637.16748,cluster0
5149,3356.382324,5354.436035,cluster0
5150,2852.416016,5891.663086,cluster0
5151,3346.201172,5304.279785,cluster0
5152,2468.077881,5621.191895,cluster0
5153,3361.4729,5357.408203,cluster0
5154,2456.624023,5627.13623,cluster0
5155,3366.13916,5357.036621,cluster0
5156,2580.070312,5799.152832,cluster0
5157,3164.213379,5253.752441,cluster0
5158,2549.951172,5513.077637,cluster0
5159,3274.509033,5384.158203,cluster0
5160,3106.944336,5221.429688,cluster0
5161,2702.668213,5286.075195,cluster0
5162,3360.624512,5270.842773,cluster0
5163,2703.940918,5353.321289,cluster0
5164,2815.084961,5899.464844,cluster0
5165,2553.344971,5485.956543,cluster0
5166,2551.648193,5805.097168,cluster0
5167,3364.442383,5260.811523,cluster0
5168,2805.752441,5891.291504,cluster0
5169,2686.548096,5274.929199,cluster0
5170,3139.608887,5216.599609,cluster0
5171,2563.950195,5756.055664,cluster0
5172,2690.790283,5270.099609,cluster0
5173,2371.78125,5704.413574,cluster0
5174,2679.760742,5201.73877,cluster0
5175,2958.469482,5224.773438,cluster0
5176,2789.632324,5891.291504,cluster0
5177,2695.880859,5264.155273,cluster0
5178,2956.348389,5953.708008,cluster0
5179,2819.327148,5933.645508,cluster0
5180,3163.364746,5212.513184,cluster0
5181,3366.987549,5221.80127,cluster0
5182,3440.801025,5393.446289,cluster0
5183,2821.872559,5959.652344,cluster0
5184,3353.836914,5221.80127,cluster0
5185,2640.733154,5197.651855,cluster0
5186,3326.687256,5453.633301,cluster0
5187,2483.773926,5812.899414,cluster0
5188,3289.356445,5250.037109,cluster0
5189,2630.976074,5196.908691,cluster0
5190,3463.28418,5403.849121,cluster0
5191,3289.356445,5234.061523,cluster0
5192,3479.404297,5411.279297,cluster0
5193,2753.573975,5203.596191,cluster0
5194,2847.325439,5347.005371,cluster0
5195,2779.026855,5970.42627,cluster0
5196,2876.596191,5221.429688,cluster0
5197,3260.51001,5234.061523,cluster0
5198,3012.768799,6020.210938,cluster0
5199,2861.324463,5219.200684,cluster0
5200,3311.839844,5513.820801,cluster0
5201,3016.58667,6025.041016,cluster0
5202,3127.730957,5054.98584,cluster0
5203,3441.225098,5448.432129,cluster0
5204,2673.821777,5141.180176,cluster0
5205,2373.478027,5811.784668,cluster0
5206,3263.055176,5215.485352,cluster0
5207,3028.888916,6028.384766,cluster0
5208,2373.902344,5822.559082,cluster0
5209,3438.255615,5463.292969,cluster0
5210,2250.880127,5689.552734,cluster0
5211,3045.43335,5880.145508,cluster0
5212,2555.041748,5200.252441,cluster0
5213,2348.449463,5814.01416,cluster0
5214,3157.850098,5066.874512,cluster0
5215,2139.312012,5741.566406,cluster0
5216,2110.04126,5759.02832,cluster0
5217,2221.185303,5693.268066,cluster0
5218,2048.105957,5795.065918,cluster0
5219,2155.007812,5829.618164,cluster0
5220,2205.489258,5671.719238,cluster0
5221,2160.098389,5849.309082,cluster0
5222,2160.098389,5634.195312,cluster0
5223,2135.069824,5650.54248,cluster0
5224,2071.861816,5872.715332,cluster0
5225,2164.764893,5931.416016,cluster0
5226,2130.40332,5660.57373,cluster0
5227,2062.529053,5865.65625,cluster0
5228,2123.615967,5603.72998,cluster0
5229,2055.741699,5881.260254,cluster0
5230,1936.113403,5858.597168,cluster0
5231,2048.954346,5873.458008,cluster0
5232,1928.901733,5840.39209,cluster0
5233,2116.828613,5934.01709,cluster0
5234,1919.993164,5824.416504,cluster0
5235,1917.872192,5814.385254,cluster0
5236,2066.77124,5660.57373,cluster0
5237,2102.82959,5919.527344,cluster0
5238,2096.041992,5924.729004,cluster0
5239,2183.005859,6000.148438,cluster0
5240,2091.375732,5927.701172,cluster0
5241,1970.474731,5914.697754,cluster0
