@relation mainnew-weka.filters.unsupervised.attribute.Remove-R1_clustered

@attribute Instance_number numeric
@attribute 769.948669 numeric
@attribute 2982.984131 numeric
@attribute Cluster {cluster0,cluster1}

@data
1339,4294.319824,4168.895996,cluster1
1340,3969.795898,4203.076172,cluster1
1341,4110.635254,4074.528076,cluster1
1342,3871.378174,4369.148438,cluster1
1343,4084.758057,4500.297363,cluster1
1344,4284.987305,4146.604492,cluster1
1345,3971.916992,4177.8125,cluster1
1346,3993.976074,4465.745117,cluster1
1347,4200.568359,4574.602539,cluster1
1348,4227.718262,3977.931396,cluster1
1349,3884.104736,4319.36377,cluster1
1350,4232.384277,3964.927979,cluster1
1351,3876.044678,4287.412598,cluster1
1352,4209.901367,3965.670898,cluster1
1353,4405.463867,4177.8125,cluster1
1354,4008.82373,4518.130371,cluster1
1355,3796.716553,4366.919434,cluster1
1356,4212.022461,3950.066895,cluster1
1357,4398.67627,4159.236328,cluster1
1358,4003.308838,4113.538574,cluster1
1359,4142.875488,3982.76123,cluster1
1360,4212.022461,3937.806396,cluster1
1361,3772.960693,4375.092773,cluster1
1362,3976.15918,4525.561035,cluster1
1363,4142.875488,3967.900146,cluster1
1364,4111.483398,4610.640625,cluster1
1365,4458.915039,4168.152832,cluster1
1366,3957.493652,4513.300781,cluster1
1367,4296.016602,4054.094238,cluster1
1368,3742.417236,4389.58252,cluster1
1369,4425.401855,4248.030762,cluster1
1370,4305.773438,4064.49707,cluster1
1371,3728.418213,4392.92627,cluster1
1372,3952.827393,4490.637695,cluster1
1373,4322.317871,4037.74707,cluster1
1374,4448.30957,4128.770996,cluster1
1375,4024.095459,4615.841797,cluster1
1376,4436.855957,4113.166992,cluster1
1377,3708.47998,4422.276855,cluster1
1378,4380.01123,3960.469727,cluster1
1379,4034.276611,4017.313232,cluster1
1380,4474.61084,4238.371094,cluster1
1381,4055.487305,3970.129395,cluster1
1382,4488.609863,4236.14209,cluster1
1383,4042.33667,3974.959229,cluster1
1384,4036.397461,3995.764648,cluster1
1385,4422.856445,4083.816406,cluster1
1386,3661.392334,4386.610352,cluster1
1387,4032.155518,3978.302979,cluster1
1388,4184.448242,3803.313965,cluster1
1389,3701.692627,4476.891113,cluster1
1390,4186.14502,3787.709961,cluster1
1391,4415.220703,4027.344238,cluster1
1392,3623.212891,4383.266602,cluster1
1393,4194.205078,3765.046875,cluster1
1394,4370.253906,3876.133057,cluster1
1395,4044.881836,3906.598389,cluster1
1396,4198.022949,3750.185791,cluster1
1397,3631.697266,4354.65918,cluster1
1398,4566.665039,4221.652344,cluster1
1399,3585.033691,4379.922852,cluster1
1400,4638.357422,4150.690918,cluster1
1401,3973.61377,3909.942139,cluster1
1402,3594.366455,4429.335938,cluster1
1403,3633.818359,4313.047852,cluster1
1404,3549.823975,4363.575684,cluster1
1405,4495.821289,4023.257568,cluster1
1406,4262.503906,3789.938965,cluster1
1407,3949.009521,3879.105469,cluster1
1408,4117.84668,3737.553955,cluster1
1409,3937.555664,3865.358887,cluster1
1410,4535.697754,4025.486816,cluster1
1411,3965.553711,3842.324219,cluster1
1412,4173.842773,3637.984863,cluster1
1413,4066.092529,3741.640625,cluster1
1414,3528.188965,4494.353027,cluster1
1415,4286.684082,3724.178955,cluster1
1416,3627.879395,4213.479004,cluster1
1417,4040.639648,3762.074707,cluster1
1418,3502.312012,4472.804199,cluster1
1419,3876.893066,3827.091797,cluster1
1420,3443.346191,3648.759033,cluster1
1421,3449.709473,3662.134033,cluster1
1422,3428.074463,3658.047363,cluster1
1423,3431.043945,3672.165283,cluster1
1424,3490.009766,3620.523193,cluster1
1425,3417.044922,3594.144775,cluster1
1426,3449.709473,3700.772705,cluster1
1427,3379.714111,3542.502686,cluster1
1428,3338.141113,3564.794189,cluster1
1429,3480.677002,3488.259766,cluster1
1430,3263.055176,3605.290527,cluster1
1431,3277.478516,3474.884766,cluster1
1432,3520.553223,3543.98877,cluster1
1433,3538.370117,3534.329102,cluster1
1434,3556.187256,3543.98877,cluster1
1435,3336.444336,3708.574707,cluster1
1436,3380.138184,3420.64209,cluster1
1437,3382.683594,3423.98584,cluster1
1438,3408.136475,3461.138428,cluster1
1439,3423.832275,3403.180176,cluster1
1440,3374.623535,3763.932129,cluster1
1441,3304.628174,3309.555664,cluster1
1442,3019.556152,3735.324707,cluster1
1443,3407.712158,3888.765137,cluster1
1444,3427.226074,3885.049805,cluster1
1445,2953.378906,3645.043945,cluster1
1446,3473.04126,3877.619141,cluster1
1447,3094.64209,3837.865967,cluster1
1448,3227.421143,3196.611572,cluster1
1449,2927.926025,3610.863525,cluster1
1450,3126.882568,3881.706055,cluster1
1451,3271.963623,3174.320068,cluster1
1452,3279.175293,3170.233398,cluster1
1453,3477.283447,3959.35498,cluster1
1454,3136.215088,3894.709473,cluster1
1455,3283.841797,3168.00415,cluster1
1456,3083.612549,3879.848389,cluster1
1457,3605.395996,3864.987305,cluster1
1458,2874.475098,3535.815186,cluster1
1459,3184.999756,3930.375977,cluster1
1460,3630.424561,3864.244385,cluster1
1461,3205.786377,3945.608643,cluster1
1462,3194.756592,3958.240479,cluster1
1463,2993.679199,3927.032227,cluster1
1464,2827.811523,3470.426514,cluster1
1465,3164.213379,3963.813232,cluster1
1466,2820.175537,3460.023682,cluster1
1467,3589.700195,3770.248291,cluster1
1468,3143.851074,3975.330566,cluster1
1469,3586.730469,3752.043457,cluster1
1470,3726.297119,3830.435547,cluster1
1471,3127.730957,3993.5354,cluster1
1472,3563.822998,3754.644043,cluster1
1473,3120.519287,4025.486816,cluster1
1474,3744.114014,3867.216553,cluster1
1475,2803.631348,3387.576172,cluster1
1476,2939.379883,3840.466553,cluster1
1477,3654.604736,3743.498291,cluster1
1478,3497.645508,3777.678711,cluster1
1479,3818.775635,3797.369629,cluster1
1480,3703.389404,3736.810791,cluster1
1481,3542.187988,3660.647949,cluster1
1482,3450.557861,3781.022461,cluster1
1483,3527.340576,3656.561035,cluster1
1484,3522.674316,3656.561035,cluster1
1485,2877.868652,3335.190918,cluster1
1486,3849.319092,3813.345215,cluster1
1487,3493.403564,3667.335449,cluster1
1488,3775.505859,3733.838623,cluster1
1489,3431.468262,4110.194824,cluster1
1490,3627.031006,4185.243164,cluster1
1491,2927.077637,3282.062744,cluster1
1492,3929.495605,3765.418457,cluster1
1493,3481.525391,4139.54541,cluster1
1494,3463.28418,4159.979004,cluster1
1495,3413.227051,4204.934082,cluster1
1496,3410.257568,4208.648926,cluster1
1497,2948.712402,3182.865234,cluster1
1498,3394.137451,4232.055176,cluster1
1499,3452.678955,4226.11084,cluster1
1500,2972.044189,3182.12207,cluster1
1501,2917.744873,3184.351318,cluster1
1502,2959.742188,3144.5979,cluster1
1503,2993.254883,3184.351318,cluster1
1504,3070.88623,3309.184082,cluster1
1505,3670.300781,3582.999023,cluster1
1506,2467.229492,3656.561035,cluster1
1507,2891.86792,3190.295654,cluster1
1508,4037.670166,3674.394531,cluster1
1509,3327.959961,4191.930664,cluster1
1510,2972.892822,3117.476562,cluster1
1511,2754.422363,3258.656494,cluster1
1512,2974.5896,3113.76123,cluster1
1513,4053.790283,3656.932617,cluster1
1514,2861.324463,3190.295654,cluster1
1515,4049.548096,3649.873779,cluster1
1516,2500.318115,3692.970703,cluster1
1517,3056.887207,3180.264648,cluster1
1518,2746.362305,3296.552246,cluster1
1519,3325.838867,4306.360352,cluster1
1520,3630.000488,3525.412354,cluster1
1521,3315.233643,4317.134766,cluster1
1522,2529.164795,3700.029785,cluster1
1523,3092.096924,3169.861816,cluster1
1524,3029.313232,3061.004639,cluster1
1525,2403.173096,3561.078857,cluster1
1526,2496.075928,3714.519287,cluster1
1527,3773.384766,3523.554688,cluster1
1528,3553.641846,3607.891113,cluster1
1529,3360.200195,4347.97168,cluster1
1530,3541.763916,3610.491943,cluster1
1531,2759.937256,3153.143066,cluster1
1532,3137.912109,3146.455566,cluster1
1533,3990.58252,3562.193604,cluster1
1534,3392.44043,4369.891602,cluster1
1535,3081.491455,3008.619385,cluster1
1536,3393.288818,4315.648926,cluster1
1537,2824.842041,3061.376221,cluster1
1538,4242.141602,6846.11377,cluster0
1539,4241.292969,6846.11377,cluster0
1540,4236.626465,6846.11377,cluster0
1541,4249.353027,6876.950684,cluster0
1542,4256.140625,6884.380859,cluster0
1543,4233.23291,6804.874512,cluster0
1544,4289.229004,6853.544434,cluster0
1545,4233.23291,6786.669434,cluster0
1546,4172.994629,6847.97168,cluster0
1547,4298.137695,6817.506348,cluster0
1548,4265.048828,6706.419922,cluster0
1549,4326.560059,6714.59375,cluster0
1550,4051.245117,6882.89502,cluster0
1551,4333.347656,6686.729004,cluster0
1552,4349.467773,6658.864746,cluster0
1553,4051.245117,6807.475098,cluster0
1554,4376.617188,6618.739746,cluster0
1555,4388.071289,6584.930664,cluster0
1556,4809.739746,4854.361816,cluster0
1557,4871.250977,4868.851074,cluster0
1558,4866.160645,4880.368652,cluster0
1559,4864.463379,4885.198242,cluster0
1560,4889.067871,4894.85791,cluster0
1561,4770.288086,4981.79541,cluster0
1562,4938.701172,4890.02832,cluster0
1563,4853.858398,4939.069824,cluster0
1564,4776.651367,5012.631836,cluster0
1565,4766.045898,5009.288086,cluster0
1566,4851.312988,4983.652832,cluster0
1567,4988.758301,4904.88916,cluster0
1568,4781.317383,5037.895508,cluster0
1569,4961.608398,4980.309082,cluster0
1570,4856.40332,5021.176758,cluster0
1571,4788.529297,5065.388672,cluster0
1572,4789.801758,5069.475586,cluster0
1573,4717.26123,5034.92334,cluster0
1574,5030.755371,4933.868164,cluster0
1575,4989.182617,4969.163086,cluster0
1576,4856.827637,5050.15625,cluster0
1577,4799.98291,5108.857422,cluster0
1578,4907.309082,5010.774414,cluster0
1579,4803.376953,5122.231934,cluster0
1580,4805.921875,5127.062012,cluster0
1581,5008.271973,5035.294922,cluster0
1582,5032.452148,4968.048828,cluster0
1583,4808.042969,5131.891602,cluster0
1584,5075.297852,4963.21875,cluster0
1585,4721.927734,5095.11084,cluster0
1586,4901.794434,5089.537598,cluster0
1587,4864.887695,5105.14209,cluster0
1588,4676.960938,5081.73584,cluster0
1589,5075.297852,4977.708496,cluster0
1590,4648.538574,4952.073242,cluster0
1591,4820.769531,5145.266602,cluster0
1592,4733.805664,5124.833008,cluster0
1593,5064.268555,4997.027832,cluster0
1594,4738.047852,5122.231934,cluster0
1595,4693.505371,5116.65918,cluster0
1596,4801.679688,5171.273438,cluster0
1597,4836.041016,5186.87793,cluster0
1598,4951.851562,5069.847168,cluster0
1599,4700.716797,5145.266602,cluster0
1600,4599.753906,4928.666992,cluster0
1601,4649.387207,5128.176758,cluster0
1602,4606.96582,5018.20459,cluster0
1603,4575.57373,4916.035156,cluster0
1604,4693.081055,4879.625488,cluster0
1605,4792.347168,5237.405273,cluster0
1606,4710.473633,5185.02002,cluster0
1607,4858.100586,5229.231445,cluster0
1608,4656.598633,5154.92627,cluster0
1609,5030.755371,5149.725098,cluster0
1610,4553.090332,4911.205078,cluster0
1611,5118.992188,5094.367676,cluster0
1612,4782.590332,5255.609863,cluster0
1613,4567.089355,5127.805176,cluster0
1614,4590.421387,5054.98584,cluster0
1615,4595.936035,5150.839844,cluster0
1616,4972.213867,5205.454102,cluster0
1617,4528.061523,4908.604492,cluster0
1618,4672.71875,5190.964355,cluster0
1619,4865.312012,5268.241699,cluster0
1620,4767.318359,5274.186523,cluster0
1621,4600.602539,5167.558105,cluster0
1622,4875.068848,5270.842773,cluster0
1623,4718.533691,5242.234863,cluster0
1624,4571.331543,5160.499512,cluster0
1625,4771.13623,5293.505859,cluster0
1626,4550.121094,5160.499512,cluster0
1627,5233.105469,5019.319336,cluster0
1628,5237.771973,5020.805664,cluster0
1629,4717.26123,5261.925781,cluster0
1630,4538.242676,5031.57959,cluster0
1631,4608.238281,5200.995605,cluster0
1632,5241.589844,5011.145996,cluster0
1633,4819.49707,5271.585449,cluster0
1634,4779.620605,5317.654785,cluster0
1635,4536.12207,5187.249023,cluster0
1636,4743.138184,5305.766113,cluster0
1637,5153.777832,5164.214355,cluster0
1638,4697.747559,5261.925781,cluster0
1639,5005.727051,5261.554688,cluster0
1640,4783.438477,5334.373535,cluster0
1641,5050.269531,5249.665527,cluster0
1642,4457.64209,4902.660156,cluster0
1643,4730.835938,5317.654785,cluster0
1644,4783.862793,5339.575195,cluster0
1645,4681.203125,5261.925781,cluster0
1646,4553.090332,5193.193848,cluster0
1647,4528.061523,5203.596191,cluster0
1648,5258.134277,5050.15625,cluster0
1649,4511.941406,5018.947754,cluster0
1650,4887.371094,5331.029785,cluster0
1651,4783.862793,5345.891113,cluster0
1652,5021.422852,5267.870605,cluster0
1653,4891.613281,5338.088867,cluster0
1654,4980.698242,5288.304199,cluster0
1655,4664.658691,5261.925781,cluster0
1656,5063.844238,5266.755859,cluster0
1657,5118.143555,5173.874512,cluster0
1658,4988.758301,5283.103027,cluster0
1659,4560.302246,5215.11377,cluster0
1660,4830.950684,5322.484863,cluster0
1661,4708.776855,5296.849609,cluster0
1662,5199.168457,5151.954102,cluster0
1663,4995.545898,5288.304199,cluster0
1664,4890.34082,5358.894531,cluster0
1665,4518.729004,5235.918945,cluster0
1666,4752.89502,5355.179199,cluster0
1667,4550.544922,5222.915527,cluster0
1668,4704.534668,5342.918945,cluster0
1669,4490.306641,5195.794434,cluster0
1670,4642.175293,5257.839355,cluster0
1671,4850.464355,5323.599121,cluster0
1672,4517.032227,5241.86377,cluster0
1673,5296.737793,5060.558594,cluster0
1674,4342.255859,4893.37207,cluster0
1675,4405.888184,4898.944824,cluster0
1676,4263.352051,4887.056152,cluster0
1677,4336.741211,4973.621582,cluster0
1678,4347.770996,4806.806152,cluster0
1679,4404.191406,4866.993652,cluster0
1680,4336.316895,5024.149414,cluster0
1681,4279.896484,4958.017578,cluster0
1682,4270.139648,4826.868652,cluster0
1683,4399.100586,4989.96875,cluster0
1684,4255.716309,4954.673828,cluster0
1685,4326.984375,4740.674805,cluster0
1686,4389.34375,5015.975586,cluster0
1687,4483.095215,4848.41748,cluster0
1688,4431.34082,4998.885254,cluster0
1689,4459.763184,4777.827148,cluster0
1690,4136.512207,4878.13916,cluster0
1691,4252.322754,4757.765137,cluster0
1692,4424.553711,5032.322754,cluster0
1693,4382.132324,5099.94043,cluster0
1694,4245.535156,5040.125,cluster0
1695,4403.342773,5134.121094,cluster0
1696,4405.888184,5137.836426,cluster0
1697,4142.026855,4814.236816,cluster0
1698,4128.452148,4953.1875,cluster0
1699,4234.081543,4684.202637,cluster1
1700,4374.92041,5126.69043,cluster0
1701,4428.795898,5152.325684,cluster0
1702,4044.457764,4839.128906,cluster0
1703,4236.626465,5119.259766,cluster0
1704,4147.541504,4751.820312,cluster0
1705,4452.551758,5167.558105,cluster0
1706,4441.521973,5193.564941,cluster0
1707,4060.153564,4804.577148,cluster0
1708,4230.6875,5173.50293,cluster0
1709,4438.976562,5213.255859,cluster0
1710,4033.427979,4952.073242,cluster0
1711,4152.632324,4688.289551,cluster1
1712,3960.887451,4804.205566,cluster0
1713,4049.548096,4725.070801,cluster0
1714,4366.011719,5184.648438,cluster0
1715,4027.489014,5020.0625,cluster0
1716,4363.466797,5205.825684,cluster0
1717,4427.098633,5303.908691,cluster0
1718,3951.979004,4734.730469,cluster0
1719,3948.161133,4692.004883,cluster0
1720,3945.615723,4682.716797,cluster0
1721,3943.070557,4673.799805,cluster0
1722,3943.070557,4666.741211,cluster0
1723,4408.009277,5420.939453,cluster0
1724,4526.364746,5403.849121,cluster0
1725,4446.612793,5459.949707,cluster0
1726,4394.858398,5498.588379,cluster0
1727,4574.725098,5452.519043,cluster0
1728,4380.01123,5497.102051,cluster0
1729,4437.704102,5502.303223,cluster0
1730,4494.124512,5507.133301,cluster0
1731,4498.791016,5511.591797,cluster0
1732,4542.061035,5478.154297,cluster0
1733,4323.166504,5492.272461,cluster0
1734,4370.253906,5589.612305,cluster0
1735,4654.477539,5390.845703,cluster0
1736,4357.103516,5587.01123,cluster0
1737,4426.674805,5599.643555,cluster0
1738,4488.609863,5610.789062,cluster0
1739,4417.766113,5598.157227,cluster0
1740,4312.561035,5571.035645,cluster0
1741,4242.56543,5482.983887,cluster0
1742,4687.566406,5359.265625,cluster0
1743,4698.595703,5436.915039,cluster0
1744,4299.834473,5631.966309,cluster0
1745,4726.169922,5462.550293,cluster0
1746,4727.866699,5401.619629,cluster0
1747,4172.994629,5475.182129,cluster0
1748,4232.808594,5559.518555,cluster0
1749,4750.350098,5403.849121,cluster0
1750,4743.138184,5374.870117,cluster0
1751,4761.379395,5400.133789,cluster0
1752,4344.80127,5724.104492,cluster0
1753,4652.780762,5666.518066,cluster0
1754,4284.562988,5688.066406,cluster0
1755,4696.474609,5632.337402,cluster0
1756,4766.470215,5367.439453,cluster0
1757,4476.307617,5738.96582,cluster0
1758,4783.862793,5492.643555,cluster0
1759,4779.620605,5385.644043,cluster0
1760,4472.06543,5739.708496,cluster0
1761,4532.303711,5272.328613,cluster0
1762,4788.953613,5500.074219,cluster0
1763,4792.771484,5497.102051,cluster0
1764,4103.847656,5460.692383,cluster0
1765,4165.358887,5551.716309,cluster0
1766,4405.039551,5748.253906,cluster0
1767,4521.274414,5257.839355,cluster0
1768,4788.529297,5482.612793,cluster0
1769,4725.745605,5609.303223,cluster0
1770,4404.191406,5758.656738,cluster0
1771,4811.437012,5369.668457,cluster0
1772,4393.161621,5767.573242,cluster0
1773,4464.005371,5782.0625,cluster0
1774,4806.770508,5467.008301,cluster0
1775,4736.774902,5592.212891,cluster0
1776,4829.678223,5467.008301,cluster0
1777,4380.859375,5777.23291,cluster0
1778,4595.087402,5711.472656,cluster0
1779,4116.574219,5412.765625,cluster0
1780,4376.617188,5780.205078,cluster0
1781,4464.005371,5802.868164,cluster0
1782,4051.245117,5444.345215,cluster0
1783,4834.768555,5401.991211,cluster0
1784,4828.82959,5439.887207,cluster0
1785,4572.604492,5718.90332,cluster0
1786,4072.031494,5524.966797,cluster0
1787,4469.52002,5821.815918,cluster0
1788,4828.82959,5414.251953,cluster0
1789,4355.831055,5794.323242,cluster0
1790,4844.949707,5380.071289,cluster0
1791,4477.15625,5842.993164,cluster0
1792,4589.148438,7908.307129,cluster0
1793,4600.602539,7876.727539,cluster0
1794,4632.842773,7917.966797,cluster0
1795,4568.786133,7877.470703,cluster0
1796,4520.425781,7893.817871,cluster0
1797,4646.841797,7876.355957,cluster0
1798,4525.092285,7873.383789,cluster0
1799,4531.879883,7877.470703,cluster0
1800,4557.33252,8002.674805,cluster0
1801,4685.020996,7875.612793,cluster0
1802,4501.760254,7859.637207,cluster0
1803,4542.061035,8054.316895,cluster0
1804,4727.866699,7876.355957,cluster0
1805,4477.15625,7909.793457,cluster0
1806,4529.758789,8095.928223,cluster0
1807,4818.648438,7879.699707,cluster0
1808,4749.077148,7745.20752,cluster0
1809,4425.401855,8014.192383,cluster0
1810,4522.971191,8194.753906,cluster0
1811,4410.554688,8043.542969,cluster0
1812,4387.222656,8093.69873,cluster0
1813,4673.991211,7720.686523,cluster0
1814,4670.17334,8059.146973,cluster0
1815,4937.004395,7881.557617,cluster0
1816,4660.416504,7750.037109,cluster0
1817,4959.911621,7882.300293,cluster0
1818,4514.0625,8292.46582,cluster0
1819,4513.638672,8299.15332,cluster0
1820,4630.72168,7742.234863,cluster0
1821,4630.297363,7593.25293,cluster0
1822,4355.406738,8162.05957,cluster0
1823,4623.509766,7750.037109,cluster0
1824,4818.648438,7601.055176,cluster0
1825,4300.258789,8001.560547,cluster0
1826,4510.668945,8330.732422,cluster0
1827,5009.120605,7883.415039,cluster0
1828,4276.078613,7992.643555,cluster0
1829,4584.90625,8296.551758,cluster0
1830,4653.205078,7547.183594,cluster0
1831,4951.003418,7724.401855,cluster0
1832,4945.912598,7785.332031,cluster0
1833,4320.196777,8230.420898,cluster0
1834,4665.507324,7523.034668,cluster0
1835,4743.138184,7575.791504,cluster0
1836,4855.979492,7524.149414,cluster0
1837,4263.776367,8133.452148,cluster0
1838,5081.661133,7884.901367,cluster0
1839,4813.981934,8145.712402,cluster0
1840,4423.280762,8314.756836,cluster0
1841,5015.908203,7793.505859,cluster0
1842,4653.629395,8296.551758,cluster0
1843,4240.868652,8126.021484,cluster0
1844,4252.322754,8164.289062,cluster0
1845,4499.215332,8447.020508,cluster0
1846,4775.802734,8145.712402,cluster0
1847,4252.322754,8192.15332,cluster0
1848,4885.674316,7462.847168,cluster0
1849,4333.347656,8318.84375,cluster0
1850,5083.782227,7814.682617,cluster0
1851,4495.397461,8487.516602,cluster0
1852,4247.65625,8212.21582,cluster0
1853,4564.120117,7485.510254,cluster0
1854,4447.036621,8447.020508,cluster0
1855,4907.309082,8145.34082,cluster0
1856,4559.453613,8467.454102,cluster0
1857,5095.23584,7774.558105,cluster0
1858,4711.746582,8146.455566,cluster0
1859,4930.216797,7476.59375,cluster0
1860,4472.489746,8515.380859,cluster0
1861,4222.627441,8333.333008,cluster0
1862,4579.815918,7447.986328,cluster0
1863,4761.379395,8266.458984,cluster0
1864,5108.386719,7745.950195,cluster0
1865,4953.124512,7494.798828,cluster0
1866,4919.187012,7394.115234,cluster0
1867,4456.369629,8539.530273,cluster0
1868,4953.124512,8144.969727,cluster0
1869,4740.168945,7372.194824,cluster0
1870,5012.938477,7580.621094,cluster0
1871,4799.558594,8282.0625,cluster0
1872,4632.842773,8483.058594,cluster0
1873,4534.849121,7435.726074,cluster0
1874,4353.709961,8454.822266,cluster0
1875,4756.713379,7338.014648,cluster0
1876,4532.728027,7423.836914,cluster0
1877,4440.249512,8585.970703,cluster0
1878,4532.728027,7413.806152,cluster0
1879,4167.055664,8386.089844,cluster0
1880,5134.687988,7690.964355,cluster0
1881,5049.420898,7582.479004,cluster0
1882,4459.338867,7446.5,cluster0
1883,4895.855469,8253.827148,cluster0
1884,5019.726074,7518.947754,cluster0
1885,4846.222168,7368.479492,cluster0
1886,4614.601562,7365.507324,cluster0
1887,5186.866211,7776.043945,cluster0
1888,5301.828125,7886.387207,cluster0
1889,4546.302734,7389.656738,cluster0
1890,4962.457031,7304.205566,cluster0
1891,4480.125488,7410.462402,cluster0
1892,4781.317383,8348.194336,cluster0
1893,4422.008301,8642.071289,cluster0
1894,5064.692871,8144.226562,cluster0
1895,4690.959961,7312.007812,cluster0
1896,4879.735352,8305.84082,cluster0
1897,4576.422363,7347.674316,cluster0
1898,4717.685547,8491.232422,cluster0
1899,5171.17041,7812.082031,cluster0
1900,4669.749512,8591.916016,cluster0
1901,4405.888184,8648.015625,cluster0
1902,5166.503906,7624.833008,cluster0
1903,4784.287109,8381.631836,cluster0
1904,5209.349609,7716.971191,cluster0
1905,4441.097656,8662.133789,cluster0
1906,5213.591797,7717.342773,cluster0
1907,5054.935547,7441.298828,cluster0
1908,4681.203125,8607.891602,cluster0
1909,5225.04541,7719.200684,cluster0
1910,5004.454102,8596.745117,cluster0
1911,5009.544922,8652.102539,cluster0
1912,4925.550293,8607.148438,cluster0
1913,5097.78125,8584.485352,cluster0
1914,5107.538086,8582.999023,cluster0
1915,5113.901367,8582.255859,cluster0
1916,4920.884277,8575.197266,cluster0
1917,4993.000488,8479.714844,cluster0
1918,5132.566895,8601.947266,cluster0
1919,5018.029297,8744.613281,cluster0
1920,4967.547852,8452.592773,cluster0
1921,5105.416992,8523.183594,cluster0
1922,5180.927246,8601.947266,cluster0
1923,4934.883301,8467.083008,cluster0
1924,5148.687012,8517.239258,cluster0
1925,5015.908203,8429.558594,cluster0
1926,4915.793457,8475.256836,cluster0
1927,5173.291504,8653.960938,cluster0
1928,5061.723145,8807.029297,cluster0
1929,5099.902344,8446.648438,cluster0
1930,4915.793457,8511.666016,cluster0
1931,4841.556152,8480.085938,cluster0
1932,5284.01123,8567.766602,cluster0
1933,5093.963379,8392.40625,cluster0
1934,4967.547852,8357.854492,cluster0
1935,5071.055664,8881.334961,cluster0
1936,5240.741699,8489.00293,cluster0
1937,5161.837891,8430.672852,cluster0
1938,5288.677734,8557.735352,cluster0
1939,4868.281738,8358.225586,cluster0
1940,4794.892578,8482.686523,cluster0
1941,4673.991211,8639.842773,cluster0
1942,4967.547852,8309.926758,cluster0
1943,5078.691895,8326.274414,cluster0
1944,4791.074707,8447.763672,cluster0
1945,5221.227539,8402.4375,cluster0
1946,5068.510742,8314.756836,cluster0
1947,5024.816406,8953.410156,cluster0
1948,4850.888672,8580.398438,cluster0
1949,4653.629395,8690.370117,cluster0
1950,4733.805664,8449.992188,cluster0
1951,5154.20166,8306.211914,cluster0
1952,5225.894043,8329.618164,cluster0
1953,4609.935059,8746.470703,cluster0
1954,5258.134277,8315.5,cluster0
1955,5031.179688,9044.805664,cluster0
1956,5031.179688,9050.007812,cluster0
1957,4609.935059,8776.564453,cluster0
1958,5285.708008,8317.357422,cluster0
1959,5005.302734,9073.041992,cluster0
1960,5181.775879,8253.827148,cluster0
1961,5335.341309,8354.138672,cluster0
1962,5326.008789,8368.256836,cluster0
1963,4931.06543,9047.77832,cluster0
1964,5361.218262,8369.743164,cluster0
1965,5321.766602,8382.375,cluster0
1966,5138.081543,8966.785156,cluster0
1967,5323.887695,8396.493164,cluster0
1968,5388.79248,8375.6875,cluster0
1969,5142.748047,8162.431152,cluster0
1970,4892.037598,9037.74707,cluster0
1971,5400.246094,8370.857422,cluster0
1972,5131.294434,8134.195312,cluster0
1973,5162.686035,8917.000977,cluster0
1974,5340.007812,8534.329102,cluster0
1975,5443.939941,8351.538086,cluster0
1976,4903.491211,9206.419922,cluster0
1977,4913.248047,8992.049805,cluster0
1978,5426.97168,8413.954102,cluster0
1979,5189.411621,8927.032227,cluster0
1980,4405.463867,8808.143555,cluster0
1981,4889.067871,9210.87793,cluster0
1982,5370.126953,8480.829102,cluster0
1983,4921.732422,8970.500977,cluster0
1984,5471.938477,8338.90625,cluster0
1985,5379.035156,8488.259766,cluster0
1986,4920.459961,8954.15332,cluster0
1987,5240.741699,8158.71582,cluster0
1988,5385.822754,8493.460938,cluster0
1989,5465.999023,8393.892578,cluster0
1990,5420.608398,8310.669922,cluster0
1991,5390.489258,8490.860352,cluster0
1992,4797.013672,9013.969727,cluster0
1993,5103.720215,8865.730469,cluster0
1994,4858.94873,8971.987305,cluster0
1995,5259.831055,8158.344238,cluster0
1996,5121.961426,8039.456055,cluster0
1997,4969.244629,9184.871094,cluster0
1998,5509.693359,8321.816406,cluster0
1999,4911.975586,8922.945312,cluster0
2000,4827.132812,9226.853516,cluster0
2001,5278.072266,8155.743652,cluster0
2002,5499.512207,8390.176758,cluster0
2003,4396.131348,8738.296875,cluster0
2004,4993.849121,9008.396484,cluster0
2005,5401.518555,8278.71875,cluster0
2006,5240.741699,8113.76123,cluster0
2007,5210.622559,8821.518555,cluster0
2008,4416.493652,8885.420898,cluster0
2009,5381.15625,8330.732422,cluster0
2010,5529.631348,8313.270508,cluster0
2011,4870.402344,8939.292969,cluster0
2012,5395.57959,8268.6875,cluster0
2013,4820.345215,8960.097656,cluster0
2014,4928.095703,8896.938477,cluster0
2015,5547.023926,8305.84082,cluster0
2016,4993.849121,8956.382812,cluster0
2017,5228.86377,8794.025391,cluster0
2018,5289.526367,8198.097656,cluster0
2019,5194.078125,8111.903809,cluster0
2020,5356.12793,8298.78125,cluster0
2021,5333.220215,8148.313477,cluster0
2022,5290.374512,8107.816895,cluster0
2023,5240.741699,8063.233887,cluster0
2024,4425.826172,8933.719727,cluster0
2025,5473.210938,8261.628906,cluster0
2026,5574.598145,8293.580078,cluster0
2027,4726.59375,8949.695312,cluster0
2028,5224.197266,4199.732422,cluster1
2029,5225.469727,4185.98584,cluster1
2030,5223.348633,4214.964844,cluster1
2031,5261.527832,4211.25,cluster1
2032,5172.867188,4184.128418,cluster1
2033,5178.806152,4171.868164,cluster1
